"","Section","ShrubID","SiteID","Species","StemLength","StemHeight","StemDiam","CanopyCover","Twigs","Moose","Hare","Ptarmagin","PropMoose","PropHare","PropPtarmagin","BMoose","BHare","BPtarmagin","BinaryBrowse","DistToRoad","RoadSide","GMU","VegCoverGIS","VegCoverOBS","SoilText","SoilMoist","LastBurn","Elevation","Aspect","Slope","X_Cord","Y_Cord","Section","Transect","DaltonHwy_MilePoint","Dist_to_Road_m","Side_of_Road","GMU","ShrubsSampled","ShrubsBrowsed","ShrubsBrowsed_Moose","ShrubsBrowsed_Hare","ShrubsBrowsed_Ptarmagin","Moose_Feces_Count","Hare_Feces_  Count","Ptarmagin_Feces_Count","Avg_StemLength","Avg_VertHeight","Avg_CanopyCover","GIS_Veg_Cover_Coarse","GIS_Veg_Cover_Fine","Observed_Veg_Cover_Coarse","SoilTexture","SoilMoisture","Elevation","Aspect","Slope","X_Cord","Y_Cord","Last Burn"
"99",8,"129-2-B-BENA","129-2","BENA",85,42,10,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1017.146639,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Sandy Loam","Mesic - Hydric",2005,305.151764,352,5.708165,-150.647276,66.70977,8,2,128,1017.1,"East","24A",9,NA,NA,NA,NA,NA,NA,NA,127.9,105.1111111,10.44,"Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Low Shrub","Sandy Loam","Mesic - Hydric",305.151764,352,5.708165,-150.647276,66.70977,2005
"100",8,"129-2-C-BENA","129-2","BENA",109,67,13,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1017.146639,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Sandy Loam","Mesic - Hydric",2005,305.151764,352,5.708165,-150.647276,66.70977,8,2,128,1017.1,"East","24A",9,NA,NA,NA,NA,NA,NA,NA,127.9,105.1111111,10.44,"Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Low Shrub","Sandy Loam","Mesic - Hydric",305.151764,352,5.708165,-150.647276,66.70977,2005
"101",8,"129-2-C-SAPU","129-2","SAPU",111,102,17,16,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1017.146639,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Sandy Loam","Mesic - Hydric",2005,305.151764,352,5.708165,-150.647276,66.70977,8,2,128,1017.1,"East","24A",9,NA,NA,NA,NA,NA,NA,NA,127.9,105.1111111,10.44,"Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Low Shrub","Sandy Loam","Mesic - Hydric",305.151764,352,5.708165,-150.647276,66.70977,2005
"102",8,"129-3-A-BENA","129-3","BENA",51,35,12,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1022.673056,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Sandy Loam","Mesic - Hydric",2005,301.546051,352,6.265718,-150.646771,66.710061,8,3,129,1022.7,"East","24A",4,NA,NA,NA,NA,NA,NA,NA,82.8,40.75,NA,"Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Low Shrub-Tussock Tundra","Sandy Loam","Mesic - Hydric",301.546051,352,6.265718,-150.646771,66.710061,2005
"103",8,"129-3-B-BENA","129-3","BENA",105,47,16,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1022.673056,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Sandy Loam","Mesic - Hydric",2005,301.546051,352,6.265718,-150.646771,66.710061,8,3,129,1022.7,"East","24A",4,NA,NA,NA,NA,NA,NA,NA,82.8,40.75,NA,"Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Low Shrub-Tussock Tundra","Sandy Loam","Mesic - Hydric",301.546051,352,6.265718,-150.646771,66.710061,2005
"104",8,"129-4-A-SAPU","129-4","SAPU",127,105,25,18,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1057.255538,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Tall Shrub","Sandy Loam","Mesic - Hydric",2005,303.823029,358,6.979915,-150.646167,66.709845,8,4,129,1057.3,"East","24A",7,NA,NA,NA,NA,NA,NA,NA,125.6,88.71428571,11.57,"Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Tall Shrub","Sandy Loam","Mesic - Hydric",303.823029,358,6.979915,-150.646167,66.709845,2005
"105",8,"129-4-B-SAPU","129-4","SAPU",194,177,37,34,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1057.255538,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Tall Shrub","Sandy Loam","Mesic - Hydric",2005,303.823029,358,6.979915,-150.646167,66.709845,8,4,129,1057.3,"East","24A",7,NA,NA,NA,NA,NA,NA,NA,125.6,88.71428571,11.57,"Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Tall Shrub","Sandy Loam","Mesic - Hydric",303.823029,358,6.979915,-150.646167,66.709845,2005
"106",8,"129-4-C-BENA","129-4","BENA",93,53,15,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1057.255538,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Tall Shrub","Sandy Loam","Mesic - Hydric",2005,303.823029,358,6.979915,-150.646167,66.709845,8,4,129,1057.3,"East","24A",7,NA,NA,NA,NA,NA,NA,NA,125.6,88.71428571,11.57,"Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Tall Shrub","Sandy Loam","Mesic - Hydric",303.823029,358,6.979915,-150.646167,66.709845,2005
"107",8,"129-4-D-BENA","129-4","BENA",87,41,18,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1057.255538,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Tall Shrub","Sandy Loam","Mesic - Hydric",2005,303.823029,358,6.979915,-150.646167,66.709845,8,4,129,1057.3,"East","24A",7,NA,NA,NA,NA,NA,NA,NA,125.6,88.71428571,11.57,"Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Tall Shrub","Sandy Loam","Mesic - Hydric",303.823029,358,6.979915,-150.646167,66.709845,2005
"108",9,"147-1-A-BENA","147-1","BENA",104,58,9,25,11,1,1,NA,0.090909091,0.090909091,NA,"Moose","Hare",NA,1,984.758365,"West","24A","Low Shrub","Tall Shrub","Clay Loam","Mesic - Hydric",0,426.634277,145,7.907337,-150.485282,66.911769,9,1,147,984.8,"West","24A",6,5,5,3,NA,1,NA,NA,141.8,107.1666667,23,"Low Shrub","Low Betula nana-Low Willow","Tall Shrub","Clay Loam","Mesic - Hydric",426.634277,145,7.907337,-150.485282,66.911769,0
"109",9,"147-1-A-SAPU","147-1","SAPU",191,167,22,11,73,23,NA,NA,0.315068493,NA,NA,"Moose",NA,NA,1,984.758365,"West","24A","Low Shrub","Tall Shrub","Clay Loam","Mesic - Hydric",0,426.634277,145,7.907337,-150.485282,66.911769,9,1,147,984.8,"West","24A",6,5,5,3,NA,1,NA,NA,141.8,107.1666667,23,"Low Shrub","Low Betula nana-Low Willow","Tall Shrub","Clay Loam","Mesic - Hydric",426.634277,145,7.907337,-150.485282,66.911769,0
"110",9,"147-1-B-BENA","147-1","BENA",103,61,6,31,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,984.758365,"West","24A","Low Shrub","Tall Shrub","Clay Loam","Mesic - Hydric",0,426.634277,145,7.907337,-150.485282,66.911769,9,1,147,984.8,"West","24A",6,5,5,3,NA,1,NA,NA,141.8,107.1666667,23,"Low Shrub","Low Betula nana-Low Willow","Tall Shrub","Clay Loam","Mesic - Hydric",426.634277,145,7.907337,-150.485282,66.911769,0
"111",9,"147-1-D-SAPU","147-1","SAPU",211,134,21,18,47,15,NA,NA,0.319148936,NA,NA,"Moose",NA,NA,1,984.758365,"West","24A","Low Shrub","Tall Shrub","Clay Loam","Mesic - Hydric",0,426.634277,145,7.907337,-150.485282,66.911769,9,1,147,984.8,"West","24A",6,5,5,3,NA,1,NA,NA,141.8,107.1666667,23,"Low Shrub","Low Betula nana-Low Willow","Tall Shrub","Clay Loam","Mesic - Hydric",426.634277,145,7.907337,-150.485282,66.911769,0
"112",9,"147-2-A-BENA","147-2","BENA",89,56,6,61,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,986.173835,"West","24A","Low Shrub","Tall Shrub","Clay Loam","Mesic - Hydric",0,428.943481,147,8.698308,-150.484958,66.912025,9,2,147,986.2,"West","24A",8,5,4,2,NA,2,1,NA,115,89.5,29.5,"Low Shrub","Low Betula nana-Low Willow","Tall Shrub","Clay Loam","Mesic - Hydric",428.943481,147,8.698308,-150.484958,66.912025,0
"113",9,"147-2-B-SAPU","147-2","SAPU",104,97,14,31,12,5,NA,NA,0.416666667,NA,NA,"Moose",NA,NA,1,986.173835,"West","24A","Low Shrub","Tall Shrub","Clay Loam","Mesic - Hydric",0,428.943481,147,8.698308,-150.484958,66.912025,9,2,147,986.2,"West","24A",8,5,4,2,NA,2,1,NA,115,89.5,29.5,"Low Shrub","Low Betula nana-Low Willow","Tall Shrub","Clay Loam","Mesic - Hydric",428.943481,147,8.698308,-150.484958,66.912025,0
"114",9,"147-2-C-SAPU","147-2","SAPU",124,112,17,11,15,3,2,NA,0.2,0.133333333,NA,"Moose","Hare",NA,1,986.173835,"West","24A","Low Shrub","Tall Shrub","Clay Loam","Mesic - Hydric",0,428.943481,147,8.698308,-150.484958,66.912025,9,2,147,986.2,"West","24A",8,5,4,2,NA,2,1,NA,115,89.5,29.5,"Low Shrub","Low Betula nana-Low Willow","Tall Shrub","Clay Loam","Mesic - Hydric",428.943481,147,8.698308,-150.484958,66.912025,0
"115",9,"147-2-D-BENA","147-2","BENA",91,53,5,37,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,986.173835,"West","24A","Low Shrub","Tall Shrub","Clay Loam","Mesic - Hydric",0,428.943481,147,8.698308,-150.484958,66.912025,9,2,147,986.2,"West","24A",8,5,4,2,NA,2,1,NA,115,89.5,29.5,"Low Shrub","Low Betula nana-Low Willow","Tall Shrub","Clay Loam","Mesic - Hydric",428.943481,147,8.698308,-150.484958,66.912025,0
"116",9,"147-3-A-BENA","147-3","BENA",107,63,8,18,8,1,NA,NA,0.125,NA,NA,"Moose",NA,NA,1,952.272152,"West","24A","White Spruce or Black Spruce (Woodland)","Black Spruce Woodland","Clay Loam","Mesic - Hydric",0,425.583191,170,6.572863,-150.484233,66.911912,9,3,147,952.3,"West","24A",8,8,8,4,NA,2,1,NA,145.1,112.875,22,"White Spruce or Black Spruce (Woodland)","White Spruce or Black Spruce (Woodland)","Black Spruce Woodland","Clay Loam","Mesic - Hydric",425.583191,170,6.572863,-150.484233,66.911912,0
"117",9,"147-3-B-SAPU","147-3","SAPU",167,149,20,7,58,18,NA,NA,0.310344828,NA,NA,"Moose",NA,NA,1,952.272152,"West","24A","White Spruce or Black Spruce (Woodland)","Black Spruce Woodland","Clay Loam","Mesic - Hydric",0,425.583191,170,6.572863,-150.484233,66.911912,9,3,147,952.3,"West","24A",8,8,8,4,NA,2,1,NA,145.1,112.875,22,"White Spruce or Black Spruce (Woodland)","White Spruce or Black Spruce (Woodland)","Black Spruce Woodland","Clay Loam","Mesic - Hydric",425.583191,170,6.572863,-150.484233,66.911912,0
"118",9,"147-3-C-BENA","147-3","BENA",136,53,12,30,29,2,1,NA,0.068965517,0.034482759,NA,"Moose","Hare",NA,1,952.272152,"West","24A","White Spruce or Black Spruce (Woodland)","Black Spruce Woodland","Clay Loam","Mesic - Hydric",0,425.583191,170,6.572863,-150.484233,66.911912,9,3,147,952.3,"West","24A",8,8,8,4,NA,2,1,NA,145.1,112.875,22,"White Spruce or Black Spruce (Woodland)","White Spruce or Black Spruce (Woodland)","Black Spruce Woodland","Clay Loam","Mesic - Hydric",425.583191,170,6.572863,-150.484233,66.911912,0
"119",9,"147-3-C-SAPU","147-3","SAPU",128,104,11,14,17,5,2,NA,0.294117647,0.117647059,NA,"Moose","Hare",NA,1,952.272152,"West","24A","White Spruce or Black Spruce (Woodland)","Black Spruce Woodland","Clay Loam","Mesic - Hydric",0,425.583191,170,6.572863,-150.484233,66.911912,9,3,147,952.3,"West","24A",8,8,8,4,NA,2,1,NA,145.1,112.875,22,"White Spruce or Black Spruce (Woodland)","White Spruce or Black Spruce (Woodland)","Black Spruce Woodland","Clay Loam","Mesic - Hydric",425.583191,170,6.572863,-150.484233,66.911912,0
"120",9,"147-4-A-BENA","147-4","BENA",65,33,9,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,956.341518,"West","24A","Tall Shrub (Open-Closed)","Tall Shrub","Clay Loam","Mesic - Hydric",0,428.39856,129,7.52786,-150.483929,66.912191,9,4,147,956.3,"West","24A",9,6,6,2,NA,NA,1,NA,125.9,91.88888889,15.67,"Tall Shrub (Open-Closed)","Tall Shrub","Tall Shrub","Clay Loam","Mesic - Hydric",428.39856,129,7.52786,-150.483929,66.912191,0
"121",9,"147-4-A-SAPU","147-4","SAPU",124,110,21,14,47,16,NA,NA,0.340425532,NA,NA,"Moose",NA,NA,1,956.341518,"West","24A","Tall Shrub (Open-Closed)","Tall Shrub","Clay Loam","Mesic - Hydric",0,428.39856,129,7.52786,-150.483929,66.912191,9,4,147,956.3,"West","24A",9,6,6,2,NA,NA,1,NA,125.9,91.88888889,15.67,"Tall Shrub (Open-Closed)","Tall Shrub","Tall Shrub","Clay Loam","Mesic - Hydric",428.39856,129,7.52786,-150.483929,66.912191,0
"122",9,"147-4-C-SAPU","147-4","SAPU",113,101,16,9,12,5,NA,NA,0.416666667,NA,NA,"Moose",NA,NA,1,956.341518,"West","24A","Tall Shrub (Open-Closed)","Tall Shrub","Clay Loam","Mesic - Hydric",0,428.39856,129,7.52786,-150.483929,66.912191,9,4,147,956.3,"West","24A",9,6,6,2,NA,NA,1,NA,125.9,91.88888889,15.67,"Tall Shrub (Open-Closed)","Tall Shrub","Tall Shrub","Clay Loam","Mesic - Hydric",428.39856,129,7.52786,-150.483929,66.912191,0
"123",9,"147-4-D-BENA","147-4","BENA",94,47,7,14,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,956.341518,"West","24A","Tall Shrub (Open-Closed)","Tall Shrub","Clay Loam","Mesic - Hydric",0,428.39856,129,7.52786,-150.483929,66.912191,9,4,147,956.3,"West","24A",9,6,6,2,NA,NA,1,NA,125.9,91.88888889,15.67,"Tall Shrub (Open-Closed)","Tall Shrub","Tall Shrub","Clay Loam","Mesic - Hydric",428.39856,129,7.52786,-150.483929,66.912191,0
"124",10,"151-1-C-BENA","151-1","BENA",118,82,11,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,725.03173,"East","24A","White Spruce or Black Spruce (Open-Closed)","Low Shrub","Clay Loam","Mesic",0,471.29071,296,22.022722,-150.362735,66.958242,10,1,151,725,"East","24A",8,NA,NA,NA,NA,NA,NA,NA,116.4,88.375,5.88,"White Spruce or Black Spruce (Open-Closed)","White Spruce (Woodland-Open) (Mesic) (Upland)","Low Shrub","Clay Loam","Mesic",471.29071,296,22.022722,-150.362735,66.958242,0
"125",10,"151-1-D-BENA","151-1","BENA",90,67,12,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,725.03173,"East","24A","White Spruce or Black Spruce (Open-Closed)","Low Shrub","Clay Loam","Mesic",0,471.29071,296,22.022722,-150.362735,66.958242,10,1,151,725,"East","24A",8,NA,NA,NA,NA,NA,NA,NA,116.4,88.375,5.88,"White Spruce or Black Spruce (Open-Closed)","White Spruce (Woodland-Open) (Mesic) (Upland)","Low Shrub","Clay Loam","Mesic",471.29071,296,22.022722,-150.362735,66.958242,0
"126",10,"151-2-A-BENA","151-2","BENA",119,71,11,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,737.726474,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,482.941345,297,25.566626,-150.361917,66.958285,10,2,151,737.7,"East","24A",8,NA,NA,NA,NA,1,NA,NA,137.3,103.125,3.75,"Low Shrub","Low Betula nana-Ericaceous-Low Willow (Mesic) (Upland)","Low Shrub","Clay Loam","Mesic",482.941345,297,25.566626,-150.361917,66.958285,0
"127",10,"151-2-B-BENA","151-2","BENA",142,91,14,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,737.726474,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,482.941345,297,25.566626,-150.361917,66.958285,10,2,151,737.7,"East","24A",8,NA,NA,NA,NA,1,NA,NA,137.3,103.125,3.75,"Low Shrub","Low Betula nana-Ericaceous-Low Willow (Mesic) (Upland)","Low Shrub","Clay Loam","Mesic",482.941345,297,25.566626,-150.361917,66.958285,0
"128",10,"151-3-A-BENA","151-3","BENA",91,52,9,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,698.113665,"East","24A","White Spruce or Black Spruce (Open-Closed)","Low Shrub","Clay Loam","Mesic",0,469.98999,301,21.5443,-150.36215,66.958641,10,3,151,698.1,"East","24A",8,1,1,NA,NA,NA,NA,NA,118.3,90.25,4.63,"White Spruce or Black Spruce (Open-Closed)","White Spruce (Woodland-Open) (Mesic) (Upland)","Low Shrub","Clay Loam","Mesic",469.98999,301,21.5443,-150.36215,66.958641,0
"129",10,"151-3-C-BENA","151-3","BENA",86,51,13,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,698.113665,"East","24A","White Spruce or Black Spruce (Open-Closed)","Low Shrub","Clay Loam","Mesic",0,469.98999,301,21.5443,-150.36215,66.958641,10,3,151,698.1,"East","24A",8,1,1,NA,NA,NA,NA,NA,118.3,90.25,4.63,"White Spruce or Black Spruce (Open-Closed)","White Spruce (Woodland-Open) (Mesic) (Upland)","Low Shrub","Clay Loam","Mesic",469.98999,301,21.5443,-150.36215,66.958641,0
"130",10,"151-4-A-BENA","151-4","BENA",65,36,9,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,714.907956,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,485.466003,301,24.973797,-150.361301,66.958638,10,4,151,714.9,"East","24A",9,NA,NA,NA,NA,NA,NA,NA,84.1,63.22222222,NA,"Low Shrub","Low Betula nana-Ericaceous-Low Willow (Mesic) (Upland)","Low Shrub","Clay Loam","Mesic",485.466003,301,24.973797,-150.361301,66.958638,0
"131",10,"151-4-B-SAPU","151-4","SAPU",61,54,9,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,714.907956,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,485.466003,301,24.973797,-150.361301,66.958638,10,4,151,714.9,"East","24A",9,NA,NA,NA,NA,NA,NA,NA,84.1,63.22222222,NA,"Low Shrub","Low Betula nana-Ericaceous-Low Willow (Mesic) (Upland)","Low Shrub","Clay Loam","Mesic",485.466003,301,24.973797,-150.361301,66.958638,0
"132",10,"151-4-D-BENA","151-4","BENA",83,56,8,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,714.907956,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,485.466003,301,24.973797,-150.361301,66.958638,10,4,151,714.9,"East","24A",9,NA,NA,NA,NA,NA,NA,NA,84.1,63.22222222,NA,"Low Shrub","Low Betula nana-Ericaceous-Low Willow (Mesic) (Upland)","Low Shrub","Clay Loam","Mesic",485.466003,301,24.973797,-150.361301,66.958638,0
"133",11,"158-1-A-SAPU","158-1","SAPU",157,139,27,13,83,NA,NA,17,NA,NA,0.204819277,NA,NA,"Ptarmagin",1,1304.611642,"East","24A","Low Shrub","Low Shrub","Sandy Loam","Mesic - Xeric",2005,586.787537,51,13.434302,-150.285356,67.046606,11,1,159,1304.6,"East","24A",8,4,NA,NA,4,NA,NA,NA,109.3,79.25,5,"Low Shrub","Low Betula nana-Ericaceous-Low Willow (Mesic) (Upland)","Low Shrub","Sandy Loam","Mesic - Xeric",586.787537,51,13.434302,-150.285356,67.046606,2005
"134",11,"158-1-B-BENA","158-1","BENA",75,35,10,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1304.611642,"East","24A","Low Shrub","Low Shrub","Sandy Loam","Mesic - Xeric",2005,586.787537,51,13.434302,-150.285356,67.046606,11,1,159,1304.6,"East","24A",8,4,NA,NA,4,NA,NA,NA,109.3,79.25,5,"Low Shrub","Low Betula nana-Ericaceous-Low Willow (Mesic) (Upland)","Low Shrub","Sandy Loam","Mesic - Xeric",586.787537,51,13.434302,-150.285356,67.046606,2005
"135",11,"158-1-C-SAPU","158-1","SAPU",124,107,23,0,36,NA,NA,11,NA,NA,0.305555556,NA,NA,"Ptarmagin",1,1304.611642,"East","24A","Low Shrub","Low Shrub","Sandy Loam","Mesic - Xeric",2005,586.787537,51,13.434302,-150.285356,67.046606,11,1,159,1304.6,"East","24A",8,4,NA,NA,4,NA,NA,NA,109.3,79.25,5,"Low Shrub","Low Betula nana-Ericaceous-Low Willow (Mesic) (Upland)","Low Shrub","Sandy Loam","Mesic - Xeric",586.787537,51,13.434302,-150.285356,67.046606,2005
"136",11,"158-1-D-BENA","158-1","BENA",103,41,13,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1304.611642,"East","24A","Low Shrub","Low Shrub","Sandy Loam","Mesic - Xeric",2005,586.787537,51,13.434302,-150.285356,67.046606,11,1,159,1304.6,"East","24A",8,4,NA,NA,4,NA,NA,NA,109.3,79.25,5,"Low Shrub","Low Betula nana-Ericaceous-Low Willow (Mesic) (Upland)","Low Shrub","Sandy Loam","Mesic - Xeric",586.787537,51,13.434302,-150.285356,67.046606,2005
"137",11,"158-1-D-SAGL","158-1","SAGL",134,119,17,9,22,NA,NA,2,NA,NA,0.090909091,NA,NA,"Ptarmagin",1,1304.611642,"East","24A","Low Shrub","Low Shrub","Sandy Loam","Mesic - Xeric",2005,586.787537,51,13.434302,-150.285356,67.046606,11,1,159,1304.6,"East","24A",8,4,NA,NA,4,NA,NA,NA,109.3,79.25,5,"Low Shrub","Low Betula nana-Ericaceous-Low Willow (Mesic) (Upland)","Low Shrub","Sandy Loam","Mesic - Xeric",586.787537,51,13.434302,-150.285356,67.046606,2005
"138",11,"158-2-B-BENA","158-2","BENA",139,50,23,0,53,NA,NA,7,NA,NA,0.132075472,NA,NA,"Ptarmagin",1,1283.38641,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Sandy Loam","Mesic - Xeric",2005,590.000549,54,15.617359,-150.286104,67.046812,11,2,159,1283.4,"East","24A",10,5,NA,NA,5,NA,NA,1,103,74.2,7.2,"Tussock Tundra (Low shrub or Herbaceous)","Betula nana-Tussock Tundra (Acidic) (Upland)","Low Shrub","Sandy Loam","Mesic - Xeric",590.000549,54,15.617359,-150.286104,67.046812,2005
"139",11,"158-2-C-BENA","158-2","BENA",54,29,8,0,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1283.38641,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Sandy Loam","Mesic - Xeric",2005,590.000549,54,15.617359,-150.286104,67.046812,11,2,159,1283.4,"East","24A",10,5,NA,NA,5,NA,NA,1,103,74.2,7.2,"Tussock Tundra (Low shrub or Herbaceous)","Betula nana-Tussock Tundra (Acidic) (Upland)","Low Shrub","Sandy Loam","Mesic - Xeric",590.000549,54,15.617359,-150.286104,67.046812,2005
"140",11,"158-2-C-SAPU","158-2","SAPU",121,110,23,13,67,NA,NA,1,NA,NA,0.014925373,NA,NA,"Ptarmagin",1,1283.38641,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Sandy Loam","Mesic - Xeric",2005,590.000549,54,15.617359,-150.286104,67.046812,11,2,159,1283.4,"East","24A",10,5,NA,NA,5,NA,NA,1,103,74.2,7.2,"Tussock Tundra (Low shrub or Herbaceous)","Betula nana-Tussock Tundra (Acidic) (Upland)","Low Shrub","Sandy Loam","Mesic - Xeric",590.000549,54,15.617359,-150.286104,67.046812,2005
"141",11,"158-2-D-SAPU","158-2","SAPU",74,58,13,7,21,NA,NA,2,NA,NA,0.095238095,NA,NA,"Ptarmagin",1,1283.38641,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Sandy Loam","Mesic - Xeric",2005,590.000549,54,15.617359,-150.286104,67.046812,11,2,159,1283.4,"East","24A",10,5,NA,NA,5,NA,NA,1,103,74.2,7.2,"Tussock Tundra (Low shrub or Herbaceous)","Betula nana-Tussock Tundra (Acidic) (Upland)","Low Shrub","Sandy Loam","Mesic - Xeric",590.000549,54,15.617359,-150.286104,67.046812,2005
"142",11,"158-3-A-BENA","158-3","BENA",100,56,15,0,32,NA,NA,1,NA,NA,0.03125,NA,NA,"Ptarmagin",1,1313.543229,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Sandy Loam","Mesic - Xeric",2005,580.218689,48,13.61797,-150.285679,67.047111,11,3,159,1313.5,"East","24A",8,5,NA,NA,5,NA,NA,NA,122.5,86.75,7,"Tussock Tundra (Low shrub or Herbaceous)","Betula nana-Tussock Tundra (Acidic) (Upland)","Low Shrub","Sandy Loam","Mesic - Xeric",580.218689,48,13.61797,-150.285679,67.047111,2005
"143",11,"158-3-A-SAPU","158-3","SAPU",91,77,19,0,37,NA,NA,3,NA,NA,0.081081081,NA,NA,"Ptarmagin",1,1313.543229,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Sandy Loam","Mesic - Xeric",2005,580.218689,48,13.61797,-150.285679,67.047111,11,3,159,1313.5,"East","24A",8,5,NA,NA,5,NA,NA,NA,122.5,86.75,7,"Tussock Tundra (Low shrub or Herbaceous)","Betula nana-Tussock Tundra (Acidic) (Upland)","Low Shrub","Sandy Loam","Mesic - Xeric",580.218689,48,13.61797,-150.285679,67.047111,2005
"144",11,"158-3-B-SAPU","158-3","SAPU",129,118,12,11,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1313.543229,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Sandy Loam","Mesic - Xeric",2005,580.218689,48,13.61797,-150.285679,67.047111,11,3,159,1313.5,"East","24A",8,5,NA,NA,5,NA,NA,NA,122.5,86.75,7,"Tussock Tundra (Low shrub or Herbaceous)","Betula nana-Tussock Tundra (Acidic) (Upland)","Low Shrub","Sandy Loam","Mesic - Xeric",580.218689,48,13.61797,-150.285679,67.047111,2005
"145",11,"158-3-D-BENA","158-3","BENA",119,49,12,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1313.543229,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Sandy Loam","Mesic - Xeric",2005,580.218689,48,13.61797,-150.285679,67.047111,11,3,159,1313.5,"East","24A",8,5,NA,NA,5,NA,NA,NA,122.5,86.75,7,"Tussock Tundra (Low shrub or Herbaceous)","Betula nana-Tussock Tundra (Acidic) (Upland)","Low Shrub","Sandy Loam","Mesic - Xeric",580.218689,48,13.61797,-150.285679,67.047111,2005
"146",11,"158-4-A-BENA","158-4","BENA",119,54,13,0,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1283.367604,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Sandy Loam","Mesic - Xeric",2005,587.563538,57,15.053073,-150.286524,67.047197,11,4,159,1283.4,"East","24A",6,1,NA,NA,1,NA,NA,NA,136.8,91,9,"Tussock Tundra (Low shrub or Herbaceous)","Betula nana-Tussock Tundra (Acidic) (Upland)","Low Shrub","Sandy Loam","Mesic - Xeric",587.563538,57,15.053073,-150.286524,67.047197,2005
